Na,Mg,Al,Si,P,S,Cl,K,Ca,Fe,Cu,Zn,Ba,Pb,OC,EC,SO4,NO3
0.165175047,0.037824202,0.026255575,0.10548148,0.037885883,2.409187135,0,0.057980204,0.075381119,0.059700421,0.123992654,0.015166689,0,0.006565607,2.95,0.28,5.336713222,0.54
0.003224527,0.072173924,0.062368589,0.131089149,0.004535141,2.403222479,0,0.063561317,0.100147561,0.056120635,0.016344537,0.010110452,0,0.002288374,1.98,0.3,5.210284315,0.41
0.393635302,0.076698866,0.024014099,0.140724965,0.009009599,1.594022914,0,0.092952016,0.140862938,0.078568392,0.010437613,0.024165869,0.015101081,0.004863528,2.79,0.52,3.63096564,0.56
0.266956408,0.064163971,0.036220463,0.145289377,0,1.994718178,0,0.132297789,0.183259384,0.070234675,0.00951358,0.052935979,0,0.009211451,3.75,0.48,4.126294194,0.84
0.219220596,0.058128879,0.038255817,0.148670188,0,1.69311277,0.008761615,0.121629792,0.195250925,0.085224728,0.004990793,0.058420008,0.016892449,0.013364235,4.48,0.54,3.900147516,0.555
0.013730846,0.063127129,0.03656924,0.056598894,0,2.268579059,0,0.040761493,0.03095176,0.099807606,0.009336975,0.037292282,0,0.005638337,1.96,0.25,4.596417368,5.005
0.869792077,0.099955241,0.013771766,0.03109641,0.008313316,1.432193869,0,0.031787442,0.023795211,0.047806805,0.001465824,0.006659029,0.042362315,0.002987489,1.35,0.11,2.879677899,1.935
0.270370825,0.085412349,0.025239876,0.044077982,0,0.741046357,0,0.027394584,0.057816844,0.052759169,0.001524231,0.01882425,0.02204592,0.006374056,1.5,0.31,1.706232468,1.585
0.118072298,0.015257426,0.038330136,0.125687191,0,1.476017744,0,0.041260004,0.076888305,0.068458024,0.000442244,0.009653362,0,0.004546823,2.16,0.37,3.175308705,2.105
0.279664449,0.026853605,0.026277289,0.129417362,0.017049364,1.581865335,0,0.058935224,0.080252075,0.071099619,0.029275507,0.025961687,0,0.004740889,2.69,0.38,3.542052788,1.27
0.297412603,0.067224111,0.056719257,0.279623919,0,0.582970721,0.003116672,0.050437215,0.138086659,0.112742828,0.004556741,0.030540603,0.024515965,0.005892458,1.14,0.45,0.811425087,0.225
0.074994315,0.045120412,0.08687312,0.291527388,0,0.561120486,0.01046369,0.07447045,0.126060933,0.213607594,0.023988928,0.012756449,0.006966722,0.009552029,1.73,0.46,1.182714851,1.1
0.601003113,0.071744542,0.055985223,0.159422271,0,2.049956334,0,0.074213456,0.045191551,0.05274434,0.000639831,0.011468277,0.043501562,0.004381452,2.36,0.32,4.773131281,1.895
0.274524387,0.056715547,0.031134179,0.056907733,0,0.863994054,0,0.029610416,0.029713373,0.03357769,0.015017986,0.014901301,0.002560196,0.002017956,1.57,0.27,2.014240453,1.08
0.379442879,0.058851371,0.026146893,0.08040865,0.008010963,1.848126383,0,0.046772341,0.188389756,0.140775985,0.028671181,0.037968627,0,0.014193034,3.18,0.7,4.142414501,2.265
0.377260007,0.072527091,0.067679628,0.14178146,0,1.813375833,0,0.058600904,0.113347115,0.085871309,0.021936826,0.027694901,0.039320597,0.020793427,3.57,0.61,4.013263938,1.295
0.119400462,0.05155565,0.027027891,0.071013503,0.000926233,2.191947344,0.017208431,0.087212131,0.065268074,0.083402737,0.000891412,0.013949205,0.02778002,0.005320616,4.26,0.5,4.945534258,3.295
0.649710351,0.069451315,0.011947413,0.132391569,0,0.9435525,0.036449379,0.055640608,0.121832903,0.194368772,0.034244132,0.030343078,0.039324574,0.032785599,4.42,0.9,1.979380083,1.245
0.391974375,0.166581129,0.089539224,0.128246957,0,2.047380283,0,0.072131272,0.101139998,0.13225425,0.002166655,0.01683063,0.145383228,0.008034962,3.85,0.62,4.730417596,1.725
0.247512798,0.018389421,0.043845244,0.231318086,0,2.130845313,0,0.094274614,0.143683514,0.097650551,0.042000011,0.039197215,0,0.016781832,3.07,0.38,4.488360295,1.505
0.150141785,0,0.062183215,0.145868467,0,1.495647859,0.005404292,0.08639417,0.062941712,0.077508919,0.018068484,0.012738687,0.016923966,0.005803857,2.36,0.33,3.219577914,0.625
0.531371308,0.042648547,0.06432546,0.187645312,0.041445427,0.935253329,0.006769281,0.081936655,0.097660195,0.094880572,0.029524854,0.028280246,0.019644054,0.007467645,1.9,0.36,1.922808765,0.37
0.029809587,0.086744743,0.047333846,0.149802178,0.023497049,1.684102374,0,0.10325655,0.057200161,0.070416401,0.033580802,0.016464242,0.021200345,0.008391803,2.75,0.26,3.33667915,0.41
0.267754114,0.023177843,0.0222121,0.069575217,0.001000482,0.326344868,0,0.024358968,0.04839139,0.048919423,0.003932452,0.004780083,0,0.000583615,1.09,0.32,0.67009872,0.205
0.323527338,0.042474643,0.050279754,0.138348337,0.011577123,0.886470954,0,0.058572684,0.103500166,0.108818085,0.001222984,0.012971874,0.023566488,0.003909426,2.5,0.63,1.850855262,0.365
0.433559614,0.04795234,0.051200081,0.158671397,0,2.288315396,0,0.074704916,0.067507592,0.060158891,0.000805054,0.006811998,0.021791514,0.002993151,2.37,0.24,5.128770577,0.505
0.147263459,0.047880071,0.051858136,0.166109798,0,1.633626811,0.025649307,0.072430804,0.070063071,0.106418354,0.003616423,0.074627952,0.023192869,0.003138782,1.99,0.22,3.481106943,0.69
0.535380891,0.064520152,0.050819208,0.069314417,0,0.909788122,0,0.022785188,0.046926975,0.062147879,0.000909135,0.006768792,0.032082511,0.00293338,1.08,0.2,2.310658928,0.3876
0.164996247,0.060953898,0.002377995,0.116440441,0,0.761791617,0.010494341,0.048217061,0.090133451,0.122260092,0.005379281,0.023691873,0.025656598,0.007262707,3.25,0.98,1.812913415,0.43
0.275855892,0.063750714,0.05956641,0.140273485,0,1.093760635,0,0.05176621,0.110332769,0.077577407,0.021305024,0.017141265,0,0.008553512,2.72,0.45,2.298060951,0.595
0.261151059,0.052770435,0.056655417,0.124115302,0.001075004,1.548243476,0,0.059519826,0.070882207,0.089803633,0.015655592,0.041646188,0.001898266,0.009253196,3.85,0.65,3.235545605,1.1
0.126013033,0.043377992,0.037353465,0.048593671,0,1.080782097,0.009225058,0.035380153,0.034494603,0.147803135,0.001450349,0.038476091,0.021859831,0.016999766,1.85,0.55,2.29605416,2.235
0.069362874,0.065103991,0.055612374,0.057443488,0.031478702,0.793119271,0.010630063,0.030470561,0.136928925,0.129378151,0.005561923,0.094381241,0.034276809,0.008188577,2.32,0.49,1.99751506,2.48
0.101459322,0,0.081401305,0.107305517,0.002463754,0.7248029,0.005212857,0.058086123,0.080475658,0.097819369,0.005957551,0.02251481,0.023336062,0.011365281,2.98,0.64,1.539316393,0.78
0.215510897,0.053358487,0.056084484,0.122546886,0,1.072505583,0,0.052948562,0.094562716,0.13722901,0.013629985,0.018719879,0.004556992,0.009940666,3.64,0.88,2.292071389,0.935
0.00727612,0,0.014443742,0.058012308,0.020784071,0.840802115,0,0.036360257,0.060751872,0.104978205,0.00474677,0.012361945,0.081576629,0.007750797,1.91,0.41,1.776416884,1.24
0.407351853,0.039937127,0.021596138,0.077282443,0,2.054990838,0,0.039554168,0.068132465,0.057006145,0.000861657,0.01842989,0.02610958,0.005197297,2.42,0.35,4.688951775,1.815
0.560684776,0.087891275,0.042755514,0.16094021,0.030142945,2.618263983,0,0.110893482,0.219803425,0.106078271,0.08126352,0.081489233,0.004993045,0.01579307,4.71,0.46,5.192380106,0.74
0.226826123,0.075311898,0.043461403,0.121960471,0.011596774,2.104259805,0.12585433,0.075036289,0.077608639,0.147189285,0.02034559,0.05234449,0.034995263,0.008628679,3.41,0.6,5.172851378,2.185
0.009014103,0.00332947,0.016205759,0.085409678,0,1.922618464,0,0.059509903,0.051848616,0.059488875,0.006091179,0.019240834,0.019254853,0.008116898,3.11,0.4,8.099539564,0.81
0.743087996,0.039212217,0.026365888,0.066773432,0,0.92678363,0,0.043478297,0.106871839,0.116805417,0.005021747,0.018479479,0.006931522,0.00675291,3.45,0.52,2.109342489,1.66
0,0.043554346,0.036413949,0.088615571,0,1.992149916,0,0.053653203,0.08614097,0.072945407,0.031796539,0.021614734,0,0.004859341,4.43,0.47,4.270015157,2.16
0.311584497,0.026668913,0.0274064,0.080835534,0.033355457,1.106131284,0,0.046651283,0.076768824,0.069295628,0.039859385,0.017706698,0.019511783,0.015894588,3.06,0.41,2.134625783,1.13
0.153137732,0.049457069,0.037145297,0.102644766,0,2.539402824,0,0.065268493,0.154936553,0.111491884,0.004199581,0.016070398,0.028249184,0.006383364,4.42,0.6,5.27747384,2.32
0.574636259,0.060337849,0.047846226,0.12113569,0,2.99640132,0,0.073893202,0.150000109,0.097230545,0.012563497,0.124564058,0.010601349,0.023028287,5.07,0.61,5.867923823,0.8
0.220398011,0.050794065,0.042786054,0.135982848,0,2.041756914,0,0.067172502,0.166516437,0.09247893,0.011994592,0.084833336,0.016225107,0.010091905,7.01,0.72,4.83,0.29
0.641138787,0.130322323,0.043314919,0.111115951,0.006653835,3.226546745,0,0.062818393,0.093407465,0.062292275,0.000581824,0.057352963,0.013450031,0.013437652,5.25,0.38,7.32,0.45
0.051759775,0,0.05927216,0.159939525,0.169456148,2.783801293,0,0.083224896,0.171971956,0.108712345,0.206366347,0.092461206,0,0.023216915,5.89,0.48,6.36,0.47
0.032695992,0,0.031610173,0.153950473,0,2.706652328,0,0.109524785,0.191868393,0.115803959,0.021994966,0.087922714,0,0.012994103,5.45,0.42,4.97,0.52
0.664951435,0.065173584,0.027153323,0.056858623,0,1.293425013,0.001332076,0.085119673,0.042710571,0.087082733,0.003575573,0.039001791,0.00740354,0.010824872,2.54,1.56,2.49,1.49
0.128836616,0.023089452,0.030208466,0.059547219,0.025993168,2.384554008,0,0.043134911,0.054434154,0.139988568,0.001893728,0.050085594,0.023405073,0.005155148,2.19,0.43,5.81,2.16
0.053036238,0.028977771,0.026895452,0.059765342,0.012444999,3.489218494,0,0.041974794,0.06642457,0.142114759,0.008881299,0.01407312,0.033407939,0.011969839,3.51,0.59,7.84,3.33
0.662339971,0.081755409,0.065891785,0.085489277,0.003577995,3.933994626,0,0.070178294,0.120071836,0.094352785,0.003138716,0.012554865,0.011874692,0.004690361,5.78,0.67,9.23,0.95
0.588492763,0.110207624,0.052666694,0.099224995,0.005047572,3.336063459,0,0.218279736,0.100479955,0.091813108,0.002738724,0.023802628,0.012050384,0.006371866,4.65,0.33,7.46,1.1
0.435320207,0.079915232,0.021203985,0.071403819,0.003870003,1.890856112,0,0.063132256,0.084621467,0.052734459,0.004356184,0.012919456,0.000907538,0.00501739,3.23,0.48,4.49,0.84
0.06421847,0.086560138,0.041455131,0.059842766,0.019929155,1.293272887,0,0.073197996,0.043356108,0.035482606,0.02660677,0.013396706,0.003221292,0.004382617,2.34,0.24,2.87,0.78
0.166226687,0.049896109,0.034671543,0.068254111,0,0.818494306,0,0.033097799,0.075890984,0.087356831,0.010299591,0.045104621,0.023121387,0.009625129,3.22,0.64,1.7,0.44
0.136718411,0.031395775,0.02169037,0.060843561,0.014782609,1.111362079,0,0.031824056,0.061202765,0.079211298,0.010610321,0.008835027,0.002680211,0.006963023,2.62,0.56,2.351644577,0.26
0.593482621,0.00409087,0.012080183,0.059730979,0.004860581,0.459816648,0,0.01776749,0.061776414,0.052347458,0.001596437,0.002886415,0.043588435,0.001988419,1.38,0.28,1.012747179,0.13
0,0.049617369,0.023858505,0.075272198,0.008849841,0.531711762,0,0.028089229,0.072345369,0.06464684,0.000846145,0.012241355,0.003231995,0.003141832,3.93,0.82,1.017656592,0.22
0.242421735,0.010300549,0.041286627,0.105636916,0.006838889,0.983667262,0,0.052262622,0.115142409,0.148091501,0.003560162,0.029557792,0.050348859,0.008119422,4.3,0.63,1.9,0.39
0,0.031732646,0.06297403,0.090705386,0.020568906,1.329175649,0.007233648,0.17507421,0.123890457,0.124531233,0.076601197,0.021480231,0.012601926,0.010494485,5.48,0.91,2.864371426,0.82
0.4336665,0.1167475,0.021910674,0.093984706,0,2.038586669,0,0.106773499,0.097868141,0.073743351,0.012767839,0.01111249,0.006181366,0.008563113,5.34,0.53,4.604696509,0.56
0.481891727,0.076237838,0.023801391,0.101330559,0,3.704224673,0,0.233970567,0.10609366,0.066796314,0.009180436,0.016229825,0.012158256,0.005821568,6.72,0.66,7.586489783,0.81
0.590071225,0.088295879,0.023165924,0.116568347,0,4.274858856,0,0.107165707,0.125397218,0.078771313,0.002890361,0.009230509,0,0.0050922,5.93,0.47,9.40705358,0.86
0.125110804,0.02687025,0.038272207,0.131608839,0.010611655,5.288217953,0,0.091316972,0.170218781,0.103239042,0.005565884,0.026613571,0.020027726,0.007146487,7.01,0.67,11.74256626,0.89
0.318057213,0,0.044605804,0.13810256,0.055814774,6.615930836,0,0.133019339,0.21742094,0.14462375,0.064507297,0.026012862,0.001675234,0.017054314,8.42,0.75,15.61325773,1.18
0.755729451,0.090243623,0.018387361,0.156889638,0,5.75494696,0,0.079306263,0.211843787,0.12446372,0.003273485,0.013379107,0.041034411,0.005388477,6.25,0.52,12.87,0.79
0.487673021,0.048694756,0.024528743,0.088293893,0,3.110318522,0,0.056387364,0.105574885,0.093173635,0.005920023,0.010122213,0,0.005037153,3.88,0.45,6.317493108,0.48
0.097088412,0.047053999,0.024897709,0.11125944,0.016223578,1.737279462,0,0.080822659,0.131679498,0.138968861,0.027407162,0.019885832,0.009384088,0.007950115,3.15,0.71,4.1072431,0.23
0.181999052,0,0.000776279,0.084691382,0.007294229,2.075603234,0,0.051388297,0.067858008,0.090167298,0.040758165,0.08397105,0.00586056,0.020546926,3.93,0.66,4.38637516,0.63
0.442193018,0.134894604,0.047414684,0.109036457,0.032369441,1.73181702,0,0.097142956,0.137706929,0.154165262,0.050434816,0.294483635,0.001184501,0.020150375,4.28,0.71,4.054066759,0.57
0.404947368,0.038183569,0.042509361,0.084241375,0.018051723,1.703275092,0,0.063080264,0.099248489,0.278772444,0.003728386,0.042674907,0.011509053,0.007895829,4.81,0.77,3.472052146,0.76
0.077131098,0.072886692,0.058457043,0.147975419,0,2.445230097,0,0.08325821,0.101805864,0.090602762,0.017104024,0.013624676,0.008262621,0.004743356,4.1,0.39,5.038035621,0.94
0.668550498,0.107321088,0.705912687,1.919663258,0,1.337247734,0.01361166,0.233983591,0.275300707,0.602455689,0.003151365,0.038144789,0.029501246,0.005624941,2.76,0.66,2.965466563,0.5
0.08360463,0.070129613,1.255425954,3.201552116,0,1.9964412,0,0.39413216,0.513566357,1.145099678,0.015931942,0.013419651,0.048231843,0.011384902,4.34,0.66,4.400739868,0.56
0.014452127,0,0.509857592,1.482133188,0,4.012220774,0,0.381726366,0.348338449,0.661351065,0.015539076,0.099942071,0.057272184,0.010590599,6.27,0.93,4.990640532,0.35
0.41478467,0.432904703,0.696102551,0.712881911,0,9.847417638,4.677656921,14.8160006,0.214381989,0.48268417,0.273685821,0.126658684,1.251217976,0.087590635,10.15,2,22.38290992,3.03
0,0.515022238,1.012487144,1.304083728,0,12.54913875,0.221532216,13.69257433,0.348406889,0.857304142,0.295232845,0.110142134,1.08254434,0.10507145,11.86,2.03,34.03519472,4.09
0.895825768,0.110967524,0.12494302,0.308457654,0,3.659655978,0,0.267918262,0.112047924,0.206328498,0.005680812,0.013808208,0.038406474,0.010573978,4.29,0.4,8.532178046,0.54
0.309845514,0.063825994,0.064686903,0.155290127,0.00538068,2.399256218,0,0.339012509,0.219910235,0.129017567,0.009878186,0.014056562,0.113009117,0.009477418,5.22,0.49,5.830434397,0.62
0,0.041348811,0.070583254,0.26226881,0,5.073534216,0,0.296633071,0.190079041,0.189382654,0.00612958,0.031227074,0.030503108,0.01310034,6.59,0.55,11.46332168,0.98
0.070958015,0.008159372,0.113111291,0.327028734,0,5.203947149,0,0.127823202,0.21929442,0.17203545,0.002657187,0.038668327,0.013174638,0.022259156,6.4,0.58,11.9707719,0.54
0.370678727,0.018188819,0.021574757,0.071072091,0,3.450225765,0,0.058108969,0.066211736,0.102902523,0.002355152,0.017079744,0.051845962,0.009962097,7.39,1.22,7.6864619,2.61
0.060235158,0.028231344,0.01432295,0.062480676,0,4.357410482,0,0.064166542,0.066805889,0.155072021,0.000898207,0.018088511,0.012657812,0.011386504,5.04,0.57,9.925247393,1.52
0.176932866,0.077666616,0.046251543,0.091384154,0.029425074,3.853395852,0,0.045557522,0.089011735,0.112388912,0.006741918,0.040380692,0.007032274,0.014014975,6.56,0.7,9.109909386,0.92
0.430442279,0.067329604,0.018890336,0.090828874,0.004678872,5.126757352,0,0.092213652,0.102956176,0.154626594,0.001174963,0.032926953,0.029527951,0.012295154,5.04,0.48,12.41152365,0.9
0.820187019,0.085097892,0.041301113,0.191322393,0,6.287412848,0,0.076146673,0.156996163,0.215903985,0.004919203,0.041048661,0.002575008,0.013892061,5.8,0.69,15.30713754,0.66
0.47281634,0.049481734,0.033008346,0.096952183,0,8.670317695,0,0.071024384,0.121395462,0.273664844,0.003584741,0.029334671,0.048318746,0.012320836,5.82,0.69,20.7616729,1.19
0.379715139,0.107284595,0.055091701,0.119640405,0,5.175771349,0,0.059023748,0.123823586,0.109760062,0.006665823,0.023341144,0.009801415,0.025845312,4.63,0.59,11.72321664,1.49
0.187925892,0.071069,0.036487982,0.066108126,0.014917166,0.897994052,0,0.02809319,0.073549436,0.146394124,0.016989954,0.024838912,0.025522933,0.015905195,2.53,0.63,2.416610596,0.33
0.251641308,0.076376755,0.042361173,0.10697726,0,1.822903605,0,0.051176339,0.092007843,0.302682466,0.010928244,0.037103379,0.038654393,0.032016339,3.54,0.6,4.039965945,0.55
0.078974654,0.019425552,0.04491597,0.157748759,0.010559921,1.988058974,0,0.060717816,0.077142055,0.200382624,0.003990226,0.01364422,0.010732808,0.027917748,3.78,0.43,3.886145306,0.44
0.446203428,0.059094175,0.075610645,0.321244619,0,1.955469527,0,0.076264692,0.103468712,0.256436521,0.006454217,0.04157148,0.011377533,0.013591229,3.41,0.28,4.078180178,0.42
0,0.041708035,0.114459763,0.30884318,0.016415739,1.874450125,0,0.058407879,0.154567107,0.443114086,0.090186089,0.052760421,0.021723656,0.027814596,3.47,0.34,3.94489938,0.39
0.119397609,0.023982766,0.02062016,0.098841977,0,1.972444487,0,0.045011601,0.09874877,0.149854646,0.001534323,0.046617622,0.001778094,0.005341453,2.81,0.41,4.208582394,0.6
0.48588631,0.045247558,0.041268734,0.085904164,0,2.136080467,0,0.048792199,0.10179099,0.258580859,0.002960985,0.051874186,0.015246228,0.01980159,4.61,1.02,4.854973453,0.67
0.237892879,0.141236655,0.063834633,0.085602523,0.03241026,4.363933188,0,0.044502082,0.118476347,0.137658729,0.04180558,0.024418689,0.002024009,0.012921012,6.14,0.72,11.27127245,1.2
0,0,0.035274986,0.091050831,0.082024543,3.508707283,0,0.035303127,0.074419385,0.146109075,0.069480606,0.022709943,0,0.008794123,4.97,0.57,7.553197315,0.57
0.504781653,0.016915122,0.064696696,0.170610087,0.055106597,3.453211117,0,0.065126677,0.088284193,0.098772644,0.055144988,0.016185691,0.039327852,0.006856652,4.05,0.29,7.381933259,0.48
0.208542844,0.044383306,0.100232765,0.21367152,0.00994991,2.565294987,0,0.067008171,0.069593471,0.082589842,0.019836934,0.014484665,0.012143921,0.005366244,3.31,0.23,5.507845042,0.35
0,0,0.065096788,0.229674822,0.022252945,1.033053711,0.001931951,0.071695251,0.117856084,0.233375359,0.021677621,0.070501988,0.026677964,0.008913963,2.23,0.42,2.124670999,0.27
0.070622453,0.002048253,0.02459854,0.110599144,0.017003749,1.121675201,0.003192673,0.051108782,0.093920515,0.450726136,0.045126583,0.146030664,0.019377121,0.023623181,4.88,0.95,2.512703906,0.52
0.447258657,0.128843754,0.213012481,0.783453037,0,2.215157087,0,0.108995924,0.218542016,0.276887672,0.00602399,0.018712673,0.011783343,0.005411145,3.57,0.64,4.9523877,0.69
0.612449747,0.066406908,0.120546192,0.502777623,0,4.320376956,0,0.095093941,0.161471967,0.267411094,0.002339441,0.013430124,0.021856443,0.00610132,4.57,0.39,9.408942417,0.88
0,0.007104116,0.083796934,0.236679242,0,6.24425216,0,0.075729304,0.126018969,0.135582203,0.005450324,0.014797845,0.001452461,0.007650587,4.8,0.44,14.97089822,1.21
0.430943616,0.205477307,0.106674526,0.177286277,0.05469624,6.117150665,0,0.055260473,0.177114255,0.166930529,0.056210037,0.035092568,0.023711567,0.018585299,6.68,0.93,13.74857936,1.03
0.630156552,0.07140095,0.038069565,0.11302415,0,2.907886807,0,0.044991304,0.070359121,0.098459954,0.006643442,0.020472649,0.002882869,0.005630157,3.33,0.45,6.608269051,1.07
0.129376746,0.08935946,0.053834759,0.060199254,0.004749106,1.430451586,0,0.02656033,0.057121001,0.057495384,0.00258601,0.012028758,0.049501632,0.004991761,2.21,0.56,3.424005849,0.42
0.185442151,0.069882304,0.0172664,0.073351484,0.012163814,2.209976367,0,0.033614913,0.072455279,0.138152884,0.001192531,0.015871501,0.082234032,0.007769519,3.14,0.62,5.088414709,0.58
0.110830943,0.031242227,0.046197298,0.08501319,0.008129846,4.769527689,0,0.041740989,0.108228569,0.244231821,0.002952562,0.016191027,0.009482531,0.004332713,4.93,0.91,11.60726491,0.7
0.455866365,0.134227358,0.074214589,0.142570131,0.010592986,6.517545259,0,0.075368,0.154337756,0.149837329,0.067067684,0.020442977,0.00702661,0.015199555,5.1,0.52,15.24316824,1.59
0.146179962,0.024833352,0.035793771,0.084296701,0.013725153,3.268840104,0,0.053601372,0.075522209,0.071655275,0.005418634,0.017271895,0.010320034,0.011102042,4.38,0.38,6.977422388,0.7
0.368016617,0.077437438,0.035227979,0.086841065,0.001075718,2.416019577,0,0.054712008,0.104494236,0.061885835,0.009218403,0.009125792,0,0.005870143,3.84,0.42,5.382385427,0.63
0.757369174,0,0.01499524,0.043130145,0.040439218,0.743127119,0.021787604,0.02369111,0.048991298,0.065972209,0.026032832,0.033489369,0,0.011674376,1.35,0.27,1.527871878,0.34
0.288940639,0.09156522,0.032665984,0.034060493,0.017648778,1.152396244,0,0.028205057,0.039188685,0.078497327,0.013015412,0.016134312,0.000352376,0.015819423,2.35,0.6,2.657561361,0.93
0,0.009450301,0.03875578,0.086955042,0.010343511,1.862650226,0,0.040037639,0.06026101,0.072315939,0.038476225,0.014857291,0.011748101,0.006116104,2.44,0.31,3.82687953,1.09
0.598066933,0.102250596,0.032507331,0.091643778,0.030721453,1.182497562,0,0.038725371,0.079012482,0.059259361,0.074124814,0.012804823,0.027048471,0.008864321,1.57,0.33,2.581203859,0.27
0.431845178,0.066080116,0.015852298,0.053757769,0.076742158,1.720595121,0,0.046748397,0.065336588,0.05229237,0.087563011,0.014993271,0,0.008027211,3.19,0.34,3.795143665,0.34
0.229781327,0.072705308,0.036956271,0.068398603,0,2.622389563,0,0.094143878,0.071674411,0.153277981,0.009339105,0.043460411,0.032527486,0.010688765,4.49,0.71,3.37817178,0.96
0.351391578,0.053941627,0.029298171,0.077681393,0.005608609,2.240933552,0,0.05186888,0.073019506,0.082214182,0.005651642,0.008104512,0.015362713,0.006627053,4.59,0.58,5.11202585,0.98
0,0.060270705,0.039455275,0.113004063,0.053070222,2.070307132,0,0.066228999,0.122387147,0.089079653,0.048824324,0.0209207,0.04368012,0.015587009,5.2,0.82,4.440332223,0.46
0.749287311,0.096678853,0.030176116,0.108586858,0.007467066,2.377978833,0,0.05897017,0.115281017,0.173294879,0.042293723,0.036922676,0.023383706,0.016643697,4.25,0.54,4.725245128,0.72
0.024381297,0.075305304,0.021641671,0.057614753,0,1.071056192,0,0.03632414,0.063252326,0.094902581,0.009430372,0.028876211,0.02468417,0.004611934,2.78,0.76,2.284154663,0.79
0.663137281,0.132946223,0.04311394,0.107042766,0.014549218,2.300728556,0,0.054512046,0.125101343,0.12276177,0.001462233,0.024938384,0.001476855,0.008108082,2.63,0.59,2.485996706,0.3
0.064042243,0.046356382,0.021277537,0.10313142,0,2.414361119,0.019824096,0.081218002,0.138181708,0.177494492,0.004423212,0.046076874,0.022563274,0.005569195,3.75,1.31,3.347104523,0.31
0.113851158,0.034165492,0.048049073,0.099206734,0,3.377137516,0,0.079062499,0.121995806,0.266882129,0.005391119,0.062142791,0.083910159,0.00909389,4.54,0.93,7.958245379,1.27
0.254192973,0.114133381,0.03149801,0.101007441,0,5.194290117,0,0.068135951,0.123974297,0.297238129,0.003185908,0.079732656,0.050004595,0.012304684,3.84,0.74,12.17639589,1.27
0.342682315,0.006266619,0.051892812,0.090119955,0,3.820311752,0,0.07578095,0.123725562,0.17397329,0.005126538,0.045006417,0.012946422,0.007628595,4.68,0.75,9.17223432,1.26
0.751126821,0.080020771,0.053887423,0.087748785,0.021584184,6.120691679,0,0.035537736,0.115245492,0.138422579,0.010176494,0.018544452,0.021486801,0.008847916,4.47,0.92,14.0683249,1.42
0.810076047,0.106932085,0.048869064,0.090536452,0,7.692358045,0,0.062334413,0.102257585,0.133017808,0.003945805,0.019667007,0.059078543,0.007666799,5.14,0.84,19.14668458,1.21
0.646719157,0.065792624,0.030230465,0.134011401,0,7.163240579,0,0.08344801,0.243153261,0.147486787,0.003811693,0.084295703,0.099273551,0.007559078,5.71,0.55,17.54710252,1.41
0.547938647,0.101612848,0.056859568,0.111697786,0,3.456581872,0,0.053842085,0.08840136,0.055739828,0.02902601,0.069787486,0,0.010957464,4.83,0.37,7.77944865,0.58
0,0,0.026588118,0.16331715,0.04036177,2.20344625,0,0.054321739,0.1451685,0.084042742,0.051975526,0.049063461,0,0.013145695,3.82,0.42,4.68482031,0.53
0.242939722,0.017886993,0.02824528,0.147816723,0,1.170977254,0,0.042674698,0.163610403,0.12048817,0.003796835,0.010437688,0.075294278,0.008921841,2.18,0.53,2.663215507,0.23
0.402054765,0.105593818,0.039625691,0.130906925,0,1.832914022,0,0.042426588,0.212525065,0.248649634,0.009361998,0.021748965,0.040865088,0.006862198,3.76,1.09,4.297324568,0.64
0.202737788,0.09923138,0.08444268,0.234264311,0,3.373678523,0,0.087652574,0.398121078,0.305229783,0.01385399,0.032243858,0.090536407,0.032830769,6.81,1.1,8.327781788,0.73
0.285473226,0.12335844,0.04921831,0.281383996,0.01518355,4.518732724,0,0.074090947,0.252379973,0.188266185,0.008424376,0.021626547,0.052569793,0.014867373,7.68,1.2,11.18930186,1.02
0,0.026699808,0.038147249,0.156353097,0.008752965,5.312902568,0,0.091914294,0.285287859,0.152139916,0.002400533,0.768472736,0.002408698,0.007103619,9.89,0.83,12.09992139,1.25
0.262459813,0.09264685,0.041369718,0.201570626,0,6.5681024,0,0.082540388,0.324787276,0.61701428,0.046108326,0.139326634,0.052920877,0.042056751,10.13,1.17,14.55372929,0.98
0.908510394,0.106520895,0.030110901,0.234241299,0,5.870249118,0,0.082668761,0.304284989,0.307339095,0.027121318,0.05741145,0.01836048,0.009606811,9.32,1.33,12.49571215,1.31
0.285030275,0.069185193,0.020821325,0.092615507,0.00310766,1.087991905,0,0.038527762,0.154002641,0.154942166,0.009756608,0.02181144,0.031409051,0.013305123,2.16,0.64,2.273651072,0.33
0.045824405,0.057243928,0.043058358,0.113505456,0,1.509683178,0,0.05686769,0.184440269,0.241210416,0.002877525,0.030259296,0.032015074,0.017857374,4.12,1.04,3.291880363,0.51
0.98778354,0.149097632,0.042218954,0.256488624,0.000209255,3.263710591,0,0.097173586,0.465844415,0.397367595,0.007258976,0.039246093,0.063844352,0.008117642,5.48,1.11,7.016195872,0.76
0.396290177,0.025765171,0.030600987,0.17920716,0,3.310123024,0,0.164375444,0.216977278,0.201440634,0.038876858,0.04364923,0.023854812,0.013647434,7.24,0.64,7.855192489,1.66
1.146008798,0.083254974,0.006665747,0.045914119,0,4.120178006,0,0.068008924,0.072527837,0.136046004,0.002724017,0.049954392,0.020215445,0.010663788,3.56,0.35,8.469365925,4.17
