Na,Mg,Al,Si,P,S,Cl,K,Ca,Fe,Cu,Zn,Ba,Pb,OC,EC,SO4,NO3
0,0.098328663,0.045594632,0.044677645,0,1.867946207,0,0.053432688,0.039517774,0.083969811,0.010079579,0.04303289,0,0.009366367,2.88,0.43,4.063259391,4.370038322
0.186494957,0.05718876,0.001413062,0.017879267,0.107378103,2.213478123,0.060278462,0.054106381,0.044046548,0.02901537,0.167158698,0.031870781,0.010572343,0.020317349,3.48,0.32,5.488113933,4.056617346
0.099352558,0.027917909,0.041785961,0.059682802,0.004966901,1.305894903,0.238789385,0.053705068,0.073994457,0.234571519,0.00773033,0.033044797,0.031044947,0.006079545,6.97,1.08,3.294745703,6.862358741
0.28544459,0.130768101,0.041570307,0.065595178,0.002963067,1.519900709,0.072212938,0.057026308,0.111773893,0.123342232,0.010279733,0.022182964,0.008474227,0.009821076,7.77,1.12,3.358556624,3.753357058
0.370110271,0.014110458,0.03908597,0.083936062,0.006349706,2.89350473,0.423292589,0.070220697,0.084211216,0.198364826,0.014505551,0.029660184,0.069762107,0.013969354,5.02,0.85,7.359965065,7.973051339
0.498822474,0.064496269,0.042584951,0.043081464,0.063416893,3.187100061,0.274334012,0.045931014,0.072836241,0.079823397,0.011139153,0.081679923,0.015190408,0.008440714,2.24,0.37,6.983372322,6.510461577
0.117763314,0.002112282,0.052950743,0.048331024,0.021345544,2.054855228,0.133957476,0.04029142,0.081236641,0.060889762,0.004720304,0.06288709,0.011265504,0.004799335,1.51,0.31,4.604636706,4.786607798
0.30529714,0.089158193,0.019620278,0.055870408,0.009343324,0.974359145,0.1551792,0.038327985,0.098494497,0.049454332,0.006781105,0.070134596,0,0.006044028,1.36,0.37,2.181135686,2.889217389
0.26944072,0.024456554,0.037448639,0.073325596,0,0.902571696,0.031250041,0.056639323,0.116943456,0.101388207,0.001909521,0.016546732,0.017552902,0.006374862,1.94,0.37,2.224991312,3.745857549
0.52320144,0.077526482,0.039647546,0.05785253,0.003354511,1.684563932,0.045647663,0.057655205,0.082605753,0.079945531,0.007827193,0.020616724,0.05569658,0.00805375,3.31,0.52,3.909912283,6.477497454
0.198506973,0.036490356,0.015482044,0.079207495,0.017555279,2.505274891,0.027787014,0.062777282,0.051328494,0.203594537,0.006177251,0.040120287,0.009665664,0.00979303,4.24,0.66,5.821785732,8.913115514
0.050877479,0.034931954,0.024075575,0.037868,0,2.451996679,0.148081565,0.055882738,0.039112324,0.052897758,0.00573927,0.017266745,0.021048652,0.009961584,4.75,0.85,6.300065284,7.735326421
0.393925599,0.036926548,0.044908565,0.103794496,0,1.262445362,0.003994543,0.044328826,0.178156631,0.104522705,0.002043227,0.020764555,0.01218159,0.005613571,2.7,0.65,2.993676719,3.595295949
0.483177757,0.076504046,0.042050556,0.058902493,0.004995035,2.32667731,0,0.048681772,0.112341441,0.053424532,0.032053278,0.017832204,0,0.010689231,3.2,0.92,4.700956385,4.555676828
0.22543978,0.12071781,0.050472029,0.054476469,0.015455095,1.724306308,0,0.053468052,0.052547323,0.067973188,0.001965683,0.02033642,0.021213305,0.005809362,2.3,0.56,3.63324583,5.200079116
0.508025104,0.09296493,0.053580773,0.053500812,0.003961677,1.324901094,0.010867352,0.042197312,0.067413931,0.112395321,0.002704117,0.023064956,0.030014246,0.004913933,3.31,0.76,3.302465918,4.265925821
0.328658621,0.059987098,0.037849698,0.101012841,0.047458147,2.539083887,0,0.063710737,0.160999939,0.084723745,0.074012806,0.034396205,0,0.010878868,3.99,0.85,5.50124612,6.675150163
0.454397564,0.059077557,0.044400167,0.097313786,0,2.261153162,0.014762312,0.064300274,0.125076275,0.074250327,0.006454089,0.054696986,0.016368758,0.009652826,3.2,0.55,5.017056214,7.570557087
0.154374594,0.068635427,0.040842737,0.124633287,0.003242955,0.972701464,0.086180095,0.058529641,0.090866734,0.051645474,0.000675616,0.025516932,0.012253532,0.022423324,2,0.91,2.123608746,2.245358748
0.124436138,0.079864652,0.053401887,0.087912972,0,0.802023684,0.024358257,0.058300556,0.127223189,0.078016098,0.005353697,0.015876237,0.007507974,0.006420171,1.82,0.62,1.721056106,2.887086461
0.567774472,0.112975307,0.050282528,0.1054097,0.012660962,1.267910197,0.062633787,0.082233576,0.161067791,0.073856842,0.036581848,0.018840279,0.022320753,0.01111982,4.35,0.84,2.733205051,5.776955979
0.154549636,0.008377154,0.018000556,0.121785821,0.005272592,2.857228834,0,0.111196391,0.138444263,0.08606493,0.109765785,0.037630823,0.021746678,0.012632099,7.2,0.87,6.08401022,5.756706008
0.278585491,0.032328383,0.039268523,0.103763205,0,2.454945772,0.047092758,0.072466265,0.088623089,0.156823599,0.009143009,0.094664401,0.025845024,0.073888184,3.87,0.73,5.864671141,9.90397266
0.962754924,0.192649878,0.037852483,0.032169814,0,4.560696562,0,0.040723338,0.064966935,0.049712288,0.003424362,0.018147642,0.012826597,0.005166063,2.5,0.49,10.03979089,6.768219443
0,0.03120038,0.035154941,0.082210524,0.00433893,3.996472227,0,0.052946771,0.106115293,0.057041774,0.002771889,0.019055811,0,0.01080667,3.66,1.04,8.739525274,6.835865474
0.589308412,0.091425132,0.01880339,0.103266186,0,2.967690427,0,0.073979361,0.134934289,0.092151132,0.007390676,0.024836447,0.012734033,0.008203796,4.58,0.63,6.744507487,6.793220476
0.192609481,0.141886977,0.042794235,0.143006429,0,3.128003479,0,0.077780647,0.238025217,0.310626627,0.015367665,0.029970134,0.029580452,0.010443494,6.78,1.21,7.766730113,5.317436011
0.465630337,0.050486157,0.020207062,0.096611733,0,2.866533044,0.072156079,0.075459762,0.13792877,0.295756631,0.005620461,0.039567205,0.037376415,0.010338008,6.32,1.25,6.520766981,7.41577439
0,0.052581885,0.098106199,0.2225964,0,1.488470117,0.004161585,0.051777858,0.104836204,0.087467729,0.025996877,0.017643929,0.026465893,0.005159174,1.87,0.46,3.017963535,3.664996844
0.216051769,0.052395725,0.083684368,0.239156902,0,0.451573917,0.055307779,0.051389613,0.079511132,0.162260242,0.003748119,0.018067491,0.053118424,0.00391108,2.04,0.86,0.973939191,1.800048904
0,0.068312478,0.023662603,0.085328994,0,1.156454281,0.087398856,0.029836987,0.11006173,0.076577844,0.007237476,0.016734903,0.007758461,0.029689139,2.08,0.46,2.614062721,3.205707831
0.372141543,0.051380997,0.070816811,0.213995832,0,0.639404872,0.152138151,0.052501759,0.370895479,0.144327627,0.005903141,0.05306562,0.028958806,0.01674181,4.61,0.97,1.472044579,1.319448053
0.332860627,0.108347653,0.067461746,0.210682259,0,1.237447219,0.012836765,0.081236067,0.312114554,0.124081678,0.006316168,0.054603834,0,0.011624286,4.82,0.73,2.780287007,1.634756752
0.346650765,0.075833556,0.025535647,0.124960936,0.304748614,1.207519092,0.030259568,0.078453312,0.150489616,0.066532031,0.357972846,0.084821547,0.003030834,0.025598354,5.83,0.61,2.542560089,1.219883439
0,0.039701649,0.041890312,0.130402615,0,0.582726264,0.040556269,0.048414611,0.145306367,0.210465985,0.038256436,0.036310958,0.011325462,0.007135736,3.43,0.7,1.340341712,1.51972192
0.098188499,0.047707284,0.051458972,0.099021403,0.020098332,0.605158963,0.12280624,0.052175994,0.165219152,0.122306498,0.051364818,0.039544826,0.03653913,0.009118486,4.96,1.6,1.296800592,1.874323747
0.167197845,0,0.035759843,0.130691552,0.011419989,0.818283707,0,0.039359546,0.121999245,0.062325095,0.000516237,0.006711075,0,0.003118348,2.18,0.55,1.868730471,1.696016719
0.25104238,0.069302051,0.028653275,0.038405991,0.001848598,0.803093669,0,0.02524832,0.04147113,0.035157351,0.001345671,0.005158405,0.009705142,0.002018506,1.22,0.3,1.67053271,1.137288008
0.065179165,0.055512823,0.035954849,0.030216999,0.002414825,0.880650913,0,0.023183732,0.052999433,0.034117329,0.001548868,0.006427801,0,0.001943125,1.16,0.28,2.317753927,1.93052235
0.356533889,0.068606661,0.044277342,0.084476242,0.000901834,0.900837626,0,0.03231122,0.144562593,0.062953375,0.00463704,0.016717574,0.000942214,0.006433978,1.65,0.37,1.819830221,2.61377267
0.36848562,0.08328484,0.030763434,0.095466241,0.007828413,0.923098022,0.011547605,0.053343251,0.120943406,0.057410682,0.011011317,0.108190894,0.009729798,0.015468777,3.11,0.59,2.026211381,1.303670928
0.523798156,0.043993636,0.05667896,0.261264125,0.005621905,1.150520416,0,0.06590465,0.164483618,0.076365923,0.007852819,0.010577967,0,0.006232832,3,0.56,2.541639316,0.419833629
0.449484574,0.027259162,0.041811561,0.143362745,0,1.396783331,0,0.048185526,0.135753782,0.052000299,0.010065238,0.015938342,0,0.012336263,2.85,0.86,2.927381527,0.458531535
0.031850028,0.044461875,0.050597368,0.147122312,0,1.787548708,0,0.05335834,0.115135941,0.060461878,0.022387733,0.017404349,0,0.006953559,2.62,0.53,3.957132359,0.903261735
0.121606959,0.023540561,0.014712,0.028553387,0.003373626,0.900173087,0,0.015453382,0.036069227,0.060589227,0.00150997,0.008053171,0.028084073,0.004958413,0.97,0.26,2.040014757,3.815994021
0.239468104,0.067778467,0.031625998,0.043657055,0.018988776,1.714155448,0.008618084,0.033464259,0.021459557,0.035599014,0.000889481,0.009916068,0.010126908,0.009290137,6.35,0.27,3.901180986,5.915770996
0.001380811,0.012537217,0.027952842,0.046659057,0.022532642,1.656018674,0,0.032610504,0.059903854,0.075127126,0.010751093,0.015360667,0,0.007961992,2.15,0.52,3.754653578,5.479420275
0.540677411,0.083230516,0.007626646,0.034723669,0.022824721,2.104436551,0,0.025371538,0.047374928,0.100285214,0.004631203,0.017047796,0,0.006329081,1.51,0.56,4.719176389,2.348758823
0.042966735,0.032267798,0.022411586,0.085371654,0.000427469,1.698077608,0,0.066770648,0.073469697,0.235346077,0.007425746,0.039638584,0.021520008,0.010356962,1.74,0.6,3.182880009,2.620064189
0.262559529,0.048636269,0.075265369,0.197124595,0,0.845268961,0.048982561,0.083378481,0.322814227,0.318524454,0.009957644,0.053759968,0.035102637,0.014205013,4.13,1.17,2.053698853,3.909420239
0.165932614,0,0.062445459,0.47722181,0,1.193416658,0.080027859,0.160600642,0.784641361,0.461598374,0.019982823,0.060452005,0.053857742,0.027122008,11.64,3.15,2.667390863,3.219156325
0.017582033,0.015322495,0.033299948,0.22532541,0,1.452692569,0.047916337,0.159262155,0.288168823,0.203598536,0.013161811,0.166287907,0,0.038694596,8.53,1.88,3.219610196,5.545523045
0.446708498,0.043098738,0.059811899,0.11674412,0,1.135737169,0,0.073397371,0.10415758,0.072439774,0.001894526,0.014963309,0.034005014,0.005401121,3.03,0.65,2.625143341,1.794646386
0.546633342,0.133226872,0.08703773,0.288578896,0.029264556,1.901594169,0,0.096178967,0.227369009,0.12666842,0.089683509,0.0299295,0.026947749,0.009484208,5.08,1.33,4.106689325,1.424927358
0.433615212,0.079658888,0.14810276,0.503034303,0,2.044937525,0,0.097618021,0.127808595,0.130885342,0.011730096,0.009539287,0,0.004409087,3.11,0.85,4.789616711,0.408557171
0.387750874,0.138641391,0.043262961,0.127262527,0,2.268262164,0,0.045316907,0.062734374,0.084855378,0.003649178,0.014802108,0.023380758,0.004258516,2.43,0.59,5.284496328,6.768305547
0.283192064,0.006484534,0.07703026,0.251594452,0,2.40751439,0,0.081830588,0.068391034,0.090101607,0.001684206,0.034045507,0,0.027704164,3.69,0.55,5.046482159,2.27141121
0.11926519,0.067950977,0.069476975,0.219567316,0,0.842018343,0.017091173,0.064173285,0.232738371,0.17397729,0.008430289,0.020346635,0.029895988,0.009210243,4.03,1.19,1.859910073,2.04540197
0.146631519,0.009010452,0,0.124232732,0.000227154,1.64241481,0.050152908,0.064236472,0.024360574,0.155167012,0.011460965,0.036289614,0,0.038196334,2.08,1.29,3.605384549,2.887284308
0.143637231,0.054664714,0.100211525,0.320521712,0,1.098255392,0.012057555,0.099207915,0.290100229,0.301517182,0.008071587,0.065683071,0.027730954,0.016961721,3.99,0.97,2.595248891,2.464238681
0.285423882,0.056345949,0.058033906,0.28568676,0,2.658186735,0,0.098856183,0.189722241,0.143504035,0.00939445,0.023949623,0.007948618,0.022448448,4.24,0.73,6.338464147,2.415725989
0.147244235,0.025215037,0.084174868,0.223673122,0,3.105728526,0,0.079352166,0.292130076,0.227867391,0.007682431,0.03972551,0.022906071,0.00921468,4.04,1.05,7.851339253,4.22909064
0.220947722,0.080469676,0.045908982,0.162191103,0,3.26944856,0,0.078083097,0.139391362,0.230941093,0.005749799,0.027043313,0.024663612,0.018177894,4.25,0.81,7.843596289,6.077923999
0.715528087,0.032097469,0.024754584,0.254217951,0,2.574840714,0,0.086915779,0.166246052,0.099168193,0.004124575,0.008349053,0,0.004531323,4.8,0.83,5.791770573,0.493051912
0.298272474,0.04143128,0.045680817,0.185813219,0.046178756,1.745379632,0,0.0739474,0.155984608,0.182061622,0.058463533,0.030640321,0.009638195,0.013730847,3.61,0.97,3.622346065,1.22797102
0.442872731,0.081029202,0.035204521,0.097969031,0,2.974183344,0,0.047305411,0.204121041,0.138735143,0.003365294,0.023379939,0.007368223,0.009472418,3.26,0.68,6.457058715,3.781225071
0.205071034,0.052990901,0.082697198,0.202716641,0,1.209687073,0,0.090374566,0.174102237,0.282131337,0.006933516,0.025161295,0.026376025,0.015327439,3.69,0.83,2.731234965,1.996703143
0.043166465,0.037708719,0.058950842,0.139179714,0,2.282558796,0,0.057550499,0.050965297,0.06614645,0.003195654,0.014118328,0,0.004157941,2.38,0.34,5.42375722,2.044790679
0.206783688,0.030712854,0.088399841,0.259523955,0.016554303,0.51131402,0.008604458,0.07077926,0.222278461,0.143198429,0.03702279,0.048745099,0.013618664,0.00873943,3.25,1.35,1.206257428,0.307202461
0.129346928,0.033735389,0.069587096,0.161867004,0,1.122550291,0,0.073093342,0.117906231,0.188568948,0.005133646,0.02770772,0.001194358,0.006614371,3.09,1.05,2.64487734,1.234413634
0.469261008,0.031986351,0.035089096,0.142842689,0,1.499844813,0,0.041657599,0.098904264,0.095404259,0.006321928,0.02844525,0.00691097,0.004636994,2,0.55,3.246950731,1.072376051
0.310832977,0.06975588,0.027935675,0.093331812,0,2.632638827,0,0.042819891,0.067534355,0.109465636,0.00288104,0.019188421,0.005602408,0.004679087,2.77,0.62,6.764868131,4.748707645
0.238489923,0.104756998,0.185229607,0.450366911,0.115393905,2.863208685,0.00543557,0.301705115,0.113024024,0.152319955,0.231697183,0.030670667,0.004167959,0.010299337,5.67,0.59,6.345174607,1.074422635
0.419465691,0.092913228,0.180100415,0.428801168,0,1.842775509,0.000700862,0.189162556,0.109117149,0.14892609,0.001780189,0.040993397,0.020780548,0.011557208,4.46,0.48,4.059195635,0.467446194
0.207685018,0.024829767,0.050017756,0.145031123,0,0.624487945,0,0.038940941,0.129409793,0.088024508,0.001095741,0.007859833,0,0.002198505,1.95,0.42,1.322079228,0.222418359
0,0,0.023379061,0.167165576,0,0.798364961,0.009894667,0.0649818,0.228635228,0.153279189,0.005141278,0.04430385,0,0.021009419,3.98,1.46,1.838691955,0.509930941
0.187341617,0.026250756,0.04843282,0.156896332,0,1.210177349,0,0.068440721,0.177113959,0.102884789,0.01635167,0.08114315,0.022140119,0.031780543,4.66,1.18,2.494445567,0.71908978
0.003840385,0.012865291,0.015738722,0.113346232,0,1.215475127,0,0.04676355,0.105617457,0.136031938,0.007804212,0.077555212,0,0.008359696,2.68,0.93,2.90371793,1.033398902
0.312055868,0.134246357,0.078927842,0.082541084,0,4.740488192,0,0.053705586,0.049416183,0.082843948,0.001486148,0.022306307,0.029406009,0.007177179,2.98,0.76,10.69454136,2.44885885
0.96369964,0.102056262,0.056531334,0.116862745,0,4.755534371,0,0.054824754,0.048219528,0.191668997,0.004656822,0.064939869,0.012332979,0.011807877,3.38,0.6,11.65854678,3.661916261
0.160990246,0.049419795,0.041672444,0.076156034,0.009064831,3.827971998,0,0.05257745,0.030294864,0.061885727,0.000937988,0.011749911,0.001446363,0.003859355,2.95,0.42,9.292320492,2.340486927
0,0,0,0.095173737,0.001204121,3.479029449,0,0.058155612,0.094678327,0.099137016,0.008814167,0.022045738,0.014738443,0.010293516,3.46,0.76,7.733705266,2.244899745
0.749452476,0,0.033736153,0.089537007,0.003555218,1.224817918,0,0.035503285,0.112900864,0.067395474,0.002374802,0.041915249,0.007913677,0.004896282,2.29,0.45,2.732054916,0.679961839
0.254494332,0.086804706,0.052126622,0.273115523,0,0.991020396,0.022909152,0.089566803,0.442281563,0.435577652,0.004068971,0.059558144,0.014142499,0.01330186,4.47,1.06,2.413629578,1.544931626
0.254330122,0.034603352,0.067837582,0.265025956,0,1.728040957,0,0.113678858,0.361754106,0.29361073,0.007193105,0.060185786,0.024811,0.017826391,6.1,1.71,4.046849194,1.847337509
0.15916538,0.094088893,0.056270805,0.148270577,0,2.153156868,0,0.168070884,0.184805246,0.197161721,0.004235284,0.028363566,0.009739726,0.020912604,5.36,1.06,5.011909635,4.990260735
0,0.07056427,0.06088897,0.165285801,0.009606437,1.188271452,0.034748444,0.081293179,0.303659807,0.188423885,0.008690554,0.063636617,0.012829241,0.01099059,5.82,1.92,2.706072915,1.418625403
0.470310265,0.082289044,0.052380088,0.102758477,0.012928785,1.194678697,0,0.039636392,0.161568683,0.077284795,0.00432559,0.076667833,0.013723981,0.005744603,2.2,0.37,2.624118509,1.633259972
