Date O1TC O2TC O3TC O4TC OPTC E1TC E2TC E3TC SO4 NO3 NH4 ALXC ASXC BAXC CAXC COXC CRXC CUXC FEXC HGXC KPXC MNXC NIXC PHXC PBXC RBXC SEXC SIXC SRXC TIXC VAXC ZNXC ZRXC
24JUN2002 0.0410911111 0.1305333333 0.2462333333 0.1238888889 0.1454222222 0.2344955556 0.2136888889 0.0486133333 0.4930333333 0.0888888889 0.0894444444 0.0267266667 0.0010278333 0.0748 0.0034422222 0.0004923333 0.0023998333 0.000544 0.0027766667 0.0024083333 0.0032677778 0.0006863333 0.0010596667 0.0003558333 0.0012236667 0.0020542222 0.0004706667 0.0064411111 0.00658 0.0431 0.01856 0.0006673333 0.0025245
25JUN2002 0.0003188889 0.1196333333 0.2425333333 0.1229888889 0.0529222222 0.1728955556 0.2391888889 0.0372133333 0.4930333333 0.0888888889 0.0894444444 0.0088966667 0.0009756667 0.0748 0.0037022222 0.0025706667 0.0023998333 0.000694 0.0029766667 0.0024083333 0.0037277778 0.0007183333 0.0010596667 0.0048716667 0.0012626667 0.0020272222 0.0004636667 0.0062511111 0.00658 0.0437 0.00323 0.0007283333 0.0025245
26JUN2002 0.0452911111 0.1401333333 0.2512333333 0.1097888889 0.0631222222 0.2632955556 0.1930888889 0.0271133333 0.4930333333 0.0888888889 0.0894444444 0.0042933333 0.0016136667 0.0748 0.0031622222 0.0004923333 0.0046623333 0.000768 0.0027766667 0.0024083333 0.0033877778 0.0007793333 0.0010596667 0.0167016667 0.0014056667 0.0020152222 0.0004556667 0.0060611111 0.00658 0.0419 0.00323 0.0009983333 0.0025245
27JUN2002 0.0701911111 0.1125333333 0.2718333333 0.1102888889 0.0986222222 0.3450955556 0.1801888889 0.0281133333 0.4930333333 0.0888888889 0.0894444444 0.0087666667 0.0016036667 0.0748 0.0037822222 0.0004923333 0.0023998333 0.000832 0.0030566667 0.0024083333 0.0038477778 0.0008023333 0.0010596667 0.0054816667 0.0014606667 0.0024142222 0.0010146667 0.0065111111 0.00658 0.0461 0.00323 0.0015333333 0.0025245
28JUN2002 0.0428911111 0.1532333333 0.2646333333 0.1372888889 0.0892222222 0.2778955556 0.2476888889 0.0752133333 0.4930333333 0.0888888889 0.0894444444 0.0091266667 0.0025136667 0.0748 0.0035122222 0.0046706667 0.0023998333 0.000563 0.0034866667 0.0024083333 0.0034477778 0.0008073333 0.0010596667 0.0046516667 0.0013946667 0.0026152222 0.0005196667 0.0058311111 0.00658 0.00425 0.00323 0.0008693333 0.004437
29JUN2002 0.0301911111 0.1286333333 0.2611333333 0.1229888889 0.1367222222 0.2346955556 0.2309888889 0.0354133333 0.4930333333 0.0888888889 0.0894444444 0.0097866667 0.0019336667 0.0748 0.0034322222 0.0004923333 0.0023998333 0.000626 0.0027566667 0.0024083333 0.0035577778 0.0017093333 0.0010596667 0.0003558333 0.0012316667 0.0020992222 0.0004836667 0.0068211111 0.00658 0.0461 0.00323 0.0006953333 0.0025245
30JUN2002 0.0354911111 0.1084333333 0.2737333333 0.1366888889 0.1450222222 0.0017733333 0.1857888889 0.0814133333 0.4930333333 0.0888888889 0.0894444444 0.0210266667 0.0021536667 0.0976 0.0048422222 0.0095606667 0.0023998333 0.000565 0.0042366667 0.0024083333 0.0049677778 0.0009603333 0.0010596667 0.0003558333 0.0013356667 0.0008422222 0.0005046667 0.0170911111 0.00658 0.01907 0.00323 0.0008443333 0.004317
02JUL2002 0.0583911111 0.1275333333 0.3105333333 0.1396888889 0.1540222222 0.2314955556 0.2010888889 0.0228133333 0.4930333333 0.0888888889 0.0894444444 0.0265266667 0.0010278333 0.03466 0.0061122222 0.0178406667 0.0095823333 0.000624 0.0051366667 0.0024083333 0.0058877778 0.0010923333 0.0030736667 0.0003558333 0.0012866667 0.0007282222 0.0004526667 0.0215911111 0.002185 0.01847 0.00323 0.0006933333 0.001419
03JUL2002 0.0657911111 0.1683333333 0.3558333333 0.1668888889 0.2135222222 0.5472955556 0.2311888889 0.0251133333 0.4930333333 0.0888888889 0.0894444444 0.0206266667 0.0010278333 0.0358 0.0055422222 0.0104406667 0.0089823333 0.00061 0.0043666667 0.0040933333 0.0059077778 0.0010543333 0.0010596667 0.0003558333 0.0012956667 0.0006892222 0.0004746667 0.0160911111 0.002188 0.01916 0.00323 0.0010513333 0.001434
06JUL2002 0.0468911111 0.1138333333 0.2889333333 0.1187888889 0.0968222222 0.2126955556 0.1686888889 0.0251133333 0.4930333333 0.0888888889 0.0894444444 0.0125266667 0.0010278333 0.03472 0.0039722222 0.0035506667 0.0023998333 0.000543 0.0032166667 0.0024083333 0.0051177778 0.0007983333 0.0010596667 0.0003558333 0.0012776667 0.0019672222 0.0004686667 0.0087811111 0.00658 0.00425 0.00323 0.0006963333 0.0025245
07JUL2002 0.0698911111 0.1133333333 0.3398333333 0.1370888889 0.0818222222 0.3284955556 0.1252888889 0.0165133333 0.4930333333 0.0888888889 0.0894444444 0.0106766667 0.0025936667 0.0391 0.0048822222 0.0024506667 0.0023998333 0.000582 0.0029766667 0.0024083333 0.0057077778 0.0008463333 0.0025726667 0.0180016667 0.0013306667 0.0022942222 0.0004776667 0.0072011111 0.002214 0.00425 0.00323 0.0007033333 0.0025245
08JUL2002 0.1232911111 0.1776333333 0.3629333333 0.1538888889 0.0905222222 0.4244955556 0.2081888889 0.0284133333 0.4930333333 0.0888888889 0.0894444444 0.0123266667 0.0010278333 0.03649 0.0045222222 0.0033106667 0.0023998333 0.000553 0.0031566667 0.0024083333 0.0053177778 0.0007373333 0.0010596667 0.0003558333 0.0013596667 0.0023812222 0.0004936667 0.0086011111 0.002197 0.0479 0.00323 0.0007813333 0.0025245
09JUL2002 0.1212911111 0.1737333333 0.3376333333 0.1375888889 0.1675222222 0.3822955556 0.2268888889 0.0247133333 0.4930333333 0.0888888889 0.0894444444 0.0137266667 0.0045736667 0.0748 0.0043222222 0.0030706667 0.0023998333 0.00055 0.0031166667 0.0024083333 0.0041277778 0.0007693333 0.0010596667 0.0003558333 0.0015126667 0.0008572222 0.0005096667 0.0093511111 0.00658 0.0479 0.00323 0.0008413333 0.004257
10JUL2002 0.0844911111 0.1378333333 0.2834333333 0.1365888889 0.1085222222 0.4460955556 0.2280888889 0.0224133333 0.4930333333 0.0888888889 0.0894444444 0.0109966667 0.0010278333 0.0748 0.0034322222 0.0004923333 0.0023998333 0.000587 0.0029966667 0.0024083333 0.0037677778 0.0008093333 0.0010596667 0.0003558333 0.0012866667 0.0020422222 0.0004906667 0.0073411111 0.00658 0.00425 0.00323 0.0007563333 0.0025245
11JUL2002 0.0434911111 0.1499333333 0.3061333333 0.1507888889 0.2027222222 0.4462955556 0.3389888889 0.0169133333 0.4930333333 0.0888888889 0.0894444444 0.0261266667 0.0010278333 0.03469 0.0030722222 0.0020306667 0.0023998333 0.0005 0.0027866667 0.0024083333 0.0034077778 0.0007073333 0.0010596667 0.0003558333 0.0012776667 0.0000522222 0.0004786667 0.0060011111 0.00658 0.00425 0.00323 0.0006873333 0.0025245
12JUL2002 0.0487911111 0.1473333333 0.2511333333 0.1391888889 0.2378222222 0.3402955556 0.2766888889 0.0870133333 0.4930333333 0.0888888889 0.0894444444 0.0285266667 0.0029436667 0.0748 0.0031622222 0.0004923333 0.0023998333 0.001204 0.0030466667 0.0024083333 0.0033877778 0.0006973333 0.0010596667 0.0003558333 0.0013336667 0.0022402222 0.0005146667 0.0063311111 0.00658 0.00425 0.00323 0.0007273333 0.0025245
13JUL2002 0.0677911111 0.1721333333 0.2718333333 0.1643888889 0.3300222222 0.4502955556 0.3332888889 0.0755133333 0.4930333333 0.0888888889 0.0894444444 0.0098266667 0.0032736667 0.0748 0.0033822222 0.0021906667 0.0018123333 0.000556 0.0028766667 0.0024083333 0.0031677778 0.0007143333 0.0010596667 0.0084616667 0.0013526667 0.0020632222 0.0004936667 0.0062511111 0.00658 0.0437 0.01871 0.0008313333 0.0025245
14JUL2002 0.0555911111 0.1536333333 0.2434333333 0.1368888889 0.2536222222 0.3946955556 0.2733888889 0.0710133333 0.4930333333 0.0888888889 0.0894444444 0.0311266667 0.0010278333 0.03688 0.0035422222 0.0004923333 0.0023998333 0.000531 0.0030566667 0.0024083333 0.0037177778 0.0008703333 0.0010596667 0.0326016667 0.0013776667 0.0023092222 0.0005186667 0.0069011111 0.00658 0.00425 0.00323 0.0008103333 0.0025245
15JUL2002 0.0663911111 0.1811333333 0.2458333333 0.1350888889 0.2353222222 0.4900955556 0.3035888889 0.0930133333 0.4930333333 0.0888888889 0.0894444444 0.0118266667 0.0033836667 0.0748 0.0039422222 0.0037306667 0.0023998333 0.000585 0.0033066667 0.0024083333 0.0035877778 0.0008083333 0.0010596667 0.0003558333 0.0014536667 0.0025132222 0.0005426667 0.0082511111 0.00658 0.0488 0.00323 0.0008713333 0.004287
16JUL2002 0.0509911111 0.1974333333 0.2263333333 0.1314888889 0.1883222222 0.4788955556 0.2703888889 0.0723133333 0.4930333333 0.0888888889 0.0894444444 0.0345266667 0.0030836667 0.0367 0.0036122222 0.0045606667 0.0023998333 0.000537 0.0034166667 0.0024083333 0.0034577778 0.0008363333 0.0010596667 0.0003558333 0.0013806667 0.0023422222 0.0005186667 0.0076811111 0.00658 0.00425 0.00323 0.0007833333 0.0025245
17JUL2002 0.0335911111 0.1608333333 0.2242333333 0.1269888889 0.1785222222 0.2210955556 0.2700888889 0.0565133333 0.4930333333 0.0888888889 0.0894444444 0.0115266667 0.0051836667 0.0748 0.0036722222 0.0004923333 0.0023998333 0.000576 0.0028866667 0.0019183333 0.0034377778 0.0008133333 0.0010596667 0.0003558333 0.0015206667 0.0021982222 0.0005046667 0.0074711111 0.00658 0.00425 0.00323 0.0007673333 0.0025245
18JUL2002 0.0346911111 0.0896333333 0.2299333333 0.1026888889 0.0734222222 0.1224955556 0.1841888889 0.0360133333 0.4930333333 0.0888888889 0.0894444444 0.0078466667 0.0010278333 0.0748 0.0032222222 0.0004923333 0.0023998333 0.000637 0.0030066667 0.0021913333 0.0028877778 0.0008143333 0.0010596667 0.0033716667 0.0014306667 0.0023662222 0.0007618333 0.0051611111 0.00658 0.00425 0.00323 0.0007613333 0.0025245
19JUL2002 0.0369911111 0.1128333333 0.2543333333 0.1244888889 0.1049222222 0.1952955556 0.2174888889 0.0406133333 0.4930333333 0.0888888889 0.0894444444 0.0085566667 0.0010278333 0.03499 0.0033622222 0.0050106667 0.0023998333 0.000594 0.0035266667 0.0019063333 0.0032377778 0.0008723333 0.0010596667 0.0003558333 0.0015276667 0.0019882222 0.0004596667 0.0059911111 0.00658 0.00425 0.00323 0.0008193333 0.0025245
20JUL2002 0.0335911111 0.1003333333 0.2494333333 0.1173888889 0.1001222222 0.1802955556 0.1675888889 0.0450133333 0.4930333333 0.0888888889 0.0894444444 0.0094566667 0.0010278333 0.0748 0.0032522222 0.0004923333 0.0023998333 0.000547 0.0032066667 0.0019633333 0.0033377778 0.0007183333 0.0010596667 0.0155016667 0.0015076667 0.0020992222 0.0004736667 0.0068111111 0.00658 0.00425 0.00323 0.0007063333 0.0025245
21JUL2002 0.0301911111 0.0945333333 0.2441333333 0.1117888889 0.0873222222 0.1558955556 0.1390888889 0.0481133333 0.4930333333 0.0888888889 0.0894444444 0.0121266667 0.0033036667 0.0748 0.0035622222 0.0043306667 0.0023998333 0.000591 0.0034166667 0.0024083333 0.0036177778 0.0008643333 0.0028636667 0.0003558333 0.0014866667 0.0027202222 0.0005266667 0.0088311111 0.00658 0.0557 0.00323 0.0008683333 0.004617
22JUL2002 0.0361911111 0.1018333333 0.2490333333 0.1253888889 0.1237222222 0.1942955556 0.1624888889 0.0330133333 0.4930333333 0.0888888889 0.0894444444 0.0117266667 0.0010278333 0.0748 0.0038222222 0.0071406667 0.0023998333 0.000985 0.0038766667 0.0019453333 0.0034477778 0.0007813333 0.0010596667 0.0173016667 0.0015436667 0.0007522222 0.0005366667 0.0087511111 0.00658 0.00425 0.00323 0.0009013333 0.003867
23JUL2002 0.0311911111 0.0876333333 0.2333333333 0.1136888889 0.1206222222 0.1664955556 0.1680888889 0.0411133333 0.4930333333 0.0888888889 0.0894444444 0.0258266667 0.0021536667 0.0748 0.0034722222 0.0027606667 0.0052923333 0.000554 0.0030666667 0.0024083333 0.0031677778 0.0007843333 0.0010596667 0.0003558333 0.0013406667 0.0023482222 0.0005116667 0.0064211111 0.00658 0.0488 0.00323 0.0008883333 0.0025245
24JUL2002 0.0293911111 0.1075333333 0.2559333333 0.1292888889 0.1565222222 0.3060955556 0.2431888889 0.0400133333 0.4930333333 0.0888888889 0.0894444444 0.0094666667 0.0042436667 0.0748 0.0035122222 0.0043606667 0.0023998333 0.000566 0.0034266667 0.0024083333 0.0034377778 0.0009153333 0.0010596667 0.0003558333 0.0015066667 0.0025012222 0.0005236667 0.0061711111 0.00658 0.00425 0.00323 0.0009053333 0.0025245
25JUL2002 0.0500911111 0.1788333333 0.2750333333 0.1379888889 0.2226222222 0.3724955556 0.2866888889 0.0799133333 0.4930333333 0.0888888889 0.0894444444 0.0095166667 0.0030536667 0.0748 0.0034722222 0.0025306667 0.0023998333 0.000755 0.0029366667 0.0024083333 0.0032277778 0.0007853333 0.0010596667 0.0095416667 0.0013106667 0.0021772222 0.0004726667 0.0062611111 0.00658 0.00425 0.00323 0.0007393333 0.0025245
26JUL2002 0.0382911111 0.1382333333 0.2505333333 0.1236888889 0.1574222222 0.2184955556 0.2595888889 0.0742133333 0.4930333333 0.0888888889 0.0894444444 0.0104266667 0.0024936667 0.0748 0.0032222222 0.0026806667 0.0023998333 0.000906 0.0030166667 0.0024083333 0.0032377778 0.0008313333 0.0010596667 0.0083716667 0.0013266667 0.0007612222 0.0004846667 0.0065711111 0.00658 0.00425 0.00323 0.0007573333 0.0025245
27JUL2002 0.0374911111 0.1251333333 0.2442333333 0.1204888889 0.1527222222 0.2140955556 0.1884888889 0.0578133333 0.4930333333 0.0888888889 0.0894444444 0.0109366667 0.0023336667 0.0391 0.0034922222 0.0004923333 0.0023998333 0.000888 0.0028966667 0.0024083333 0.0035377778 0.0010126667 0.0010596667 0.0083416667 0.0013496667 0.0000522222 0.0005096667 0.0074711111 0.00658 0.00425 0.00323 0.0007733333 0.0025245
28JUL2002 0.0306911111 0.0964333333 0.2234333333 0.1072888889 0.1659222222 0.0017733333 0.1547888889 0.0508133333 0.4930333333 0.0888888889 0.0894444444 0.0114266667 0.0010278333 0.0748 0.0031922222 0.0017806667 0.0023998333 0.000649 0.0027366667 0.0024083333 0.0034277778 0.0006803333 0.0010596667 0.0203016667 0.0012516667 0.0021622222 0.0007618333 0.0079011111 0.00658 0.0446 0.00323 0.0006973333 0.0025245
29JUL2002 0.0003188889 0.0776333333 0.2424333333 0.1034888889 0.0555222222 0.1360955556 0.1641888889 0.0213133333 0.4930333333 0.0888888889 0.0894444444 0.0101866667 0.0010466667 0.0949 0.0036322222 0.0039706667 0.0023998333 0.000671 0.0033266667 0.0024083333 0.0035077778 0.0007583333 0.0010596667 0.0040316667 0.0013546667 0.0023242222 0.0007618333 0.0075011111 0.00658 0.00425 0.00323 0.0009603333 0.004167
30JUL2002 0.0298911111 0.1183333333 0.2799333333 0.1547888889 0.1081222222 0.3838955556 0.2305888889 0.0461133333 0.4930333333 0.0888888889 0.0894444444 0.0082066667 0.0010278333 0.0748 0.0033322222 0.0072306667 0.0019593333 0.000772 0.0038166667 0.0024083333 0.0031877778 0.0008163333 0.0010036667 0.0039616667 0.0014506667 0.0022252222 0.0009526667 0.0059911111 0.00658 0.00425 0.00323 0.0011533333 0.0025245
01AUG2002 0.0304911111 0.1022333333 0.2629333333 0.1328888889 0.0587222222 0.1552955556 0.1920888889 0.0422133333 0.4930333333 0.0888888889 0.0894444444 0.0150266667 0.0019636667 0.0748 0.0042622222 0.0046006667 0.0023998333 0.000529 0.0034266667 0.0024083333 0.0039777778 0.0008113333 0.0024016667 0.0003558333 0.0012146667 0.0020512222 0.0004616667 0.0118911111 0.00658 0.01592 0.00323 0.0007033333 0.003477
02AUG2002 0.0003188889 0.1102333333 0.2946333333 0.1419888889 0.0603222222 0.2188955556 0.2199888889 0.0458133333 0.4930333333 5.7688888889 6.2729444444 0.0167266667 0.0010278333 0.0748 0.0043622222 0.0067306667 0.0023998333 0.000797 0.0038566667 0.0044833333 0.0043677778 0.0009343333 0.0010596667 0.0003558333 0.0013756667 0.0007552222 0.0004826667 0.0134911111 0.00658 0.01697 0.00323 0.0009883333 0.003807
03AUG2002 0.0352911111 0.1403333333 0.2647333333 0.1399888889 0.1757222222 0.2212955556 0.2463888889 0.0672133333 0.4930333333 0.0888888889 0.0894444444 0.0145266667 0.0010278333 0.0748 0.0039622222 0.0044806667 0.0023998333 0.000528 0.0034466667 0.0024083333 0.0039077778 0.0008383333 0.0026146667 0.0003558333 0.0012456667 0.0020602222 0.0004846667 0.0107311111 0.00658 0.0491 0.00323 0.0007053333 0.0025245
04AUG2002 0.0422911111 0.1808333333 0.2628333333 0.1492888889 0.1457222222 0.2020955556 0.2742888889 0.0768133333 0.4930333333 0.0888888889 0.0894444444 0.0130266667 0.0024236667 0.0748 0.0037122222 0.0025506667 0.0023998333 0.000577 0.0030066667 0.0024083333 0.0035877778 0.0008213333 0.0017656667 0.0003558333 0.0013286667 0.0022882222 0.0005056667 0.0086511111 0.00658 0.0506 0.00323 0.0007323333 0.0025245
05AUG2002 0.0646911111 0.2224333333 0.2899333333 0.1555888889 0.1861222222 0.4436955556 0.4012888889 0.1205133333 0.4930333333 0.0888888889 0.0894444444 0.0120266667 0.0010278333 0.0748 0.0039922222 0.0029606667 0.0023998333 0.000835 0.0030766667 0.0024083333 0.0033377778 0.0007643333 0.0010596667 0.0130016667 0.0014126667 0.0023152222 0.0004926667 0.0081011111 0.00658 0.00425 0.00323 0.0008003333 0.0025245
06AUG2002 0.0003188889 0.1005333333 0.2841333333 0.1471888889 0.0824222222 0.1804955556 0.2210888889 0.0724133333 0.4930333333 0.0888888889 0.0894444444 0.0098266667 0.0010278333 0.0748 0.0031922222 0.0004923333 0.0023998333 0.000574 0.0028366667 0.0024083333 0.0033377778 0.0008173333 0.0010596667 0.0003558333 0.0012376667 0.0007102222 0.0004746667 0.0065611111 0.00658 0.0476 0.00323 0.0007573333 0.0025245
07AUG2002 0.0003188889 0.0702333333 0.2003333333 0.0944888889 0.0743222222 0.0017733333 0.1606888889 0.0781133333 0.4930333333 0.0888888889 0.0894444444 0.0077366667 0.0010278333 0.03664 0.0030422222 0.0004923333 0.0023998333 0.000528 0.0026026667 0.0024083333 0.0028677778 0.0010126667 0.0010596667 0.0121016667 0.0012526667 0.0022282222 0.0004816667 0.0050711111 0.00658 0.00425 0.00323 0.0006873333 0.0025245
08AUG2002 0.0003188889 0.0828333333 0.2190333333 0.1047888889 0.0605222222 0.1218955556 0.2054888889 0.0542133333 0.4930333333 0.0888888889 0.0894444444 0.0235266667 0.0010278333 0.03745 0.0032222222 0.0025806667 0.0023998333 0.000535 0.0030066667 0.0024083333 0.0030177778 0.0007443333 0.0010596667 0.0163016667 0.0012896667 0.0000522222 0.0004846667 0.0057311111 0.00658 0.00425 0.00323 0.0007353333 0.0025245
09AUG2002 0.0549911111 0.1594333333 0.2430333333 0.1529888889 0.1202222222 0.4162955556 0.3832888889 0.1270133333 0.4930333333 0.0888888889 0.0894444444 0.0106166667 0.0018836667 0.0748 0.0034522222 0.0041206667 0.0023998333 0.000538 0.0033466667 0.0024083333 0.0030777778 0.0007563333 0.0010596667 0.0304016667 0.0012116667 0.0020002222 0.0004856667 0.0064911111 0.00658 0.00425 0.00323 0.0007243333 0.0025245
10AUG2002 0.0311911111 0.1508333333 0.2708333333 0.1248888889 0.1060222222 0.2250955556 0.2921888889 0.0916133333 0.4930333333 0.0888888889 0.0894444444 0.0118266667 0.0034736667 0.0748 0.0038622222 0.0027206667 0.0023998333 0.000889 0.0030366667 0.0024083333 0.0036577778 0.0008203333 0.0025246667 0.0414016667 0.0013876667 0.0022312222 0.0004936667 0.0079111111 0.00658 0.0485 0.00323 0.0007383333 0.003747
11AUG2002 0.0677911111 0.1386333333 0.2682333333 0.1236888889 0.1304222222 0.1956955556 0.1909888889 0.0220133333 0.4930333333 0.0888888889 0.0894444444 0.0089566667 0.0027336667 0.0748 0.0031022222 0.0004923333 0.0023998333 0.000525 0.0026206667 0.0024083333 0.0031677778 0.0016293333 0.0010596667 0.0219016667 0.0012566667 0.0000522222 0.0004516667 0.0057311111 0.00658 0.00425 0.00323 0.0006863333 0.0025245
12AUG2002 0.0403911111 0.1161333333 0.2998333333 0.1306888889 0.0837222222 0.1790955556 0.1783888889 0.0213133333 0.4930333333 0.0888888889 0.0894444444 0.0092166667 0.0010278333 0.0748 0.0034922222 0.0015506667 0.0023998333 0.000587 0.0026496667 0.0024083333 0.0032977778 0.0006883333 0.0010596667 0.0179016667 0.0012576667 0.0022042222 0.0004746667 0.0062111111 0.00658 0.044 0.0191 0.0006853333 0.0025245
13AUG2002 0.0003188889 0.0722333333 0.2073333333 0.0895888889 0.0007777778 0.0934955556 0.1150888889 0.0178133333 0.4930333333 0.0888888889 0.0894444444 0.0195266667 0.0010278333 0.0748 0.0029022222 0.0004923333 0.0023998333 0.000681 0.0026386667 0.0024083333 0.0029977778 0.0007343333 0.0024856667 0.0033116667 0.0012996667 0.0000522222 0.0004576667 0.0047411111 0.00658 0.0419 0.01802 0.0007913333 0.003537
14AUG2002 0.0308911111 0.0822333333 0.2249333333 0.1010888889 0.0514222222 0.1512955556 0.1752888889 0.0250133333 0.4930333333 0.0888888889 0.0894444444 0.0078466667 0.0010278333 0.0748 0.0029422222 0.0004923333 0.0023998333 0.000639 0.0027766667 0.0024083333 0.0029677778 0.0007613333 0.0010596667 0.0039316667 0.0014516667 0.0023182222 0.0007618333 0.0048311111 0.00658 0.00425 0.00323 0.0007453333 0.004167
15AUG2002 0.0003188889 0.0803333333 0.2232333333 0.0964888889 0.0477222222 0.1274955556 0.1514888889 0.0203133333 0.4930333333 0.0888888889 0.0894444444 0.0090166667 0.0020836667 0.0748 0.0030422222 0.0016706667 0.0023998333 0.000754 0.0026766667 0.0024083333 0.0030477778 0.0007803333 0.0010596667 0.0160016667 0.0012556667 0.0021292222 0.0009476667 0.0061411111 0.00658 0.00425 0.00323 0.0007073333 0.0025245
16AUG2002 0.0309911111 0.0751333333 0.2222333333 0.0964888889 0.0452222222 0.1258955556 0.1367888889 0.0270133333 0.4930333333 0.0888888889 0.0894444444 0.0092466667 0.0025836667 0.1006 0.0033222222 0.0004923333 0.0023998333 0.00094 0.0026576667 0.0024083333 0.0030977778 0.0007453333 0.0010596667 0.0048816667 0.0013986667 0.0031522222 0.0007618333 0.0064111111 0.00658 0.00425 0.00323 0.0007353333 0.0025245
17AUG2002 0.0003188889 0.0718333333 0.2124333333 0.0934888889 0.0421222222 0.1110955556 0.1185888889 0.0227133333 12.485333333 5.7688888889 6.2729444444 0.0042933333 0.0010278333 0.0748 0.4132222222 0.0004923333 0.0023998333 0.000609 0.4096666667 0.0024083333 0.2441777778 0.0010126667 0.0010596667 0.0003558333 0.0019833333 0.0000522222 0.0007618333 0.3782911111 0.00658 0.00425 0.00323 0.1198433333 0.0025245
18AUG2002 0.0436911111 0.0960333333 0.2700333333 0.1285888889 0.0656222222 0.1868955556 0.1533888889 0.0257133333 0.4930333333 5.7688888889 6.2729444444 0.0042933333 0.0010278333 0.0748 0.4132222222 0.0004923333 0.0023998333 0.000609 0.4096666667 0.0024083333 0.2441777778 0.0010126667 0.0010596667 0.0003558333 0.0019833333 0.0000522222 0.0007618333 0.3782911111 0.00658 0.00425 0.00323 0.1198433333 0.0025245
19AUG2002 0.0300911111 0.0917333333 0.2450333333 0.1077888889 0.1168222222 0.2084955556 0.1725888889 0.0316133333 0.4930333333 0.0888888889 0.0894444444 0.0239266667 0.0023636667 0.0748 0.0031822222 0.0004923333 0.0023998333 0.000983 0.0025906667 0.0024083333 0.0032077778 0.0007083333 0.0010596667 0.0060116667 0.0012886667 0.0022552222 0.0004706667 0.0059611111 0.00658 0.0452 0.01943 0.0007193333 0.0025245
20AUG2002 0.0419911111 0.1100333333 0.2760333333 0.1443888889 0.0968222222 0.3546955556 0.1792888889 0.0178133333 0.4930333333 0.0888888889 0.0894444444 0.0087666667 0.0010278333 0.0349 0.0032322222 0.0027606667 0.0023998333 0.000561 0.0030066667 0.0024083333 0.0036877778 0.0007373333 0.0010596667 0.0003558333 0.0012996667 0.0022192222 0.0004756667 0.0057911111 0.00658 0.00425 0.00323 0.0008263333 0.0025245
21AUG2002 0.0889911111 0.1158333333 0.3200333333 0.1120888889 0.0818222222 0.2386955556 0.2118888889 0.0323133333 0.4930333333 0.0888888889 0.0894444444 0.0101966667 0.0010278333 0.0748 0.0032622222 0.0004923333 0.0023998333 0.000576 0.0027666667 0.0024083333 0.0032677778 0.0007193333 0.0010596667 0.0169016667 0.0013196667 0.0000522222 0.0004976667 0.0060411111 0.00658 0.00425 0.00323 0.0006953333 0.0025245
22AUG2002 0.0690911111 0.1204333333 0.3032333333 0.1082888889 0.1276222222 0.2006955556 0.2284888889 0.0464133333 0.4930333333 0.0888888889 0.0894444444 0.0101966667 0.0010278333 0.03718 0.0036422222 0.0019006667 0.0023998333 0.00082 0.0027866667 0.0024083333 0.0036077778 0.0018793333 0.0010596667 0.0062616667 0.0014226667 0.0000522222 0.0004916667 0.0067411111 0.00658 0.00425 0.00323 0.0007553333 0.0025245
23AUG2002 0.0732911111 0.1089333333 0.2918333333 0.1058888889 0.1009222222 0.1836955556 0.2463888889 0.0262133333 0.4930333333 0.0888888889 0.0894444444 0.0095166667 0.0035836667 0.0748 0.0034722222 0.0030506667 0.0023998333 0.00075 0.0030566667 0.0017953333 0.0032977778 0.0007083333 0.0010596667 0.0184016667 0.0013526667 0.0028912222 0.0004536667 0.0064211111 0.00658 0.00425 0.00323 0.0007933333 0.0025245
24AUG2002 0.0413911111 0.0813333333 0.2393333333 0.0921888889 0.0451222222 0.1144955556 0.2009888889 0.0300133333 0.4930333333 0.0888888889 0.0894444444 0.0077566667 0.0008376667 0.0748 0.0030922222 0.0004923333 0.0023998333 0.00058 0.0027866667 0.0024083333 0.0030277778 0.0008053333 0.0010596667 0.0003558333 0.0012486667 0.0021292222 0.0009676667 0.0052311111 0.00658 0.00425 0.00323 0.0007733333 0.0025245
25AUG2002 0.0374911111 0.0862333333 0.2398333333 0.0985888889 0.0476222222 0.1440955556 0.2365888889 0.0284133333 0.4930333333 0.0888888889 0.0894444444 0.0093466667 0.0010278333 0.0748 0.0036922222 0.0004923333 0.0023998333 0.000547 0.0029566667 0.0024083333 0.0034677778 0.0008813333 0.0010596667 0.0171016667 0.0013266667 0.0022612222 0.0004956667 0.0062511111 0.00658 0.00425 0.00323 0.0007913333 0.0025245
26AUG2002 0.0442911111 0.1082333333 0.3066333333 0.1242888889 0.0635222222 0.4482955556 0.3436888889 0.0335133333 0.4930333333 0.0888888889 0.0894444444 0.0257266667 0.0020736667 0.0748 0.0037622222 0.0031406667 0.0023998333 0.000558 0.0031366667 0.0024083333 0.0036177778 0.0008623333 0.0010596667 0.0003558333 0.0012726667 0.0021832222 0.0004836667 0.0064611111 0.00658 0.00425 0.00323 0.0008653333 0.0025245
27AUG2002 0.0376911111 0.1172333333 0.3234333333 0.1243888889 0.0644222222 0.4186955556 0.2263888889 0.0283133333 0.4930333333 0.0888888889 0.0894444444 0.0104466667 0.0010278333 0.0412 0.0037322222 0.0044806667 0.0023998333 0.000573 0.0034666667 0.0024083333 0.0036677778 0.0009633333 0.0010596667 0.0003558333 0.0014436667 0.0027862222 0.0005436667 0.0065111111 0.00658 0.00425 0.00323 0.0009463333 0.0025245
