SummerSecondary,WinterSecondary,Mobile,SteelMill,Soil,ZincSmelter,Fireworks,CopperSmelter,LeadSmelter
6.0256,7.5792,0.26932,0.16079,0.13308,0.037596,0.0040037,0.0038937,0.053435
5.7622,6.6929,0.99331,0.44017,0.10988,0.075146,0.0024965,0.074262,0.041649
7.9153,2.9177,0.75996,0.65567,0.060426,0.08642,0.012609,0.028041,0.030299
5.5611,3.6294,1.0521,1.6872,0.19746,0.25554,0.080227,0.041971,0.058377
1.8148,5.0395,5.908,2.098,0.46807,0.36838,0.065025,0.05749,0.090803
1.9503,4.8214,15.654,2.5439,1.1614,0.39183,0.12386,0.11614,0.17676
3.963,8.0369,5.2855,1.0427,0.5439,1.1682,0.1767,0.070123,0.26351
3.8146,2.4624,1.3813,0.67944,0.60828,0.58048,0.29089,0.44663,0.34999
5.9645,1.845,3.0207,1.8589,0.90784,0.54691,0.34034,0.46691,0.94319
6.8278,2.2064,1.443,0.51897,1.8566,0.022685,0.086519,0.072061,0.0073959
7.9065,8.2768,0.90894,0.43929,0.4264,0.069121,0.0054995,0.022056,0.010108
7.9442,3.0129,0.93375,0.39581,1.0196,0.87321,0.35296,0.7663,0.25072
2.0028,2.8774,2.2364,2.0191,0.70721,0.51069,0.29065,0.34621,0.69734
5.7566,4.1228,0.00035176,1.0627,0.34753,0.19809,0.072217,0.063174,0.26731
2.856,3.347,4.8395,1.8592,0.99655,0.44461,0.090169,0.043379,0.10651
9.6792,3.1935,3.3319,0.6677,0.89705,0.10459,0.10003,0.05186,0.1396
11.762,0.032335,5.247,1.297,0.6383,0.23215,0.077462,0.044341,0.040422
11.893,8.4428,2.3336,1.4973,0.43405,0.12638,0.050242,0.031168,0.10406
9.4981,0.98574,3.0474,0.36932,0.84739,0.01243,0.1008,0.022501,0.0094662
5.9656,1.4097,2.6624,1.0915,0.56711,0.15667,0.080896,0.37024,0.075
10.887,3.4946,3.9042,0.74467,0.19565,0.11787,0.022093,0.01869,0.046709
3.6514,2.7783,2.959,1.884,0.60795,0.14485,0.10867,0.036769,0.096357
8.7054,2.7041,0.69372,0.29287,0.49879,0.061885,0.06142,0.017849,0.0099321
1.0971,0.1672,3.9621,0.70424,0.84971,0.32656,0.068328,0.23322,0.048757
3.6574,1.9749,1.9297,1.2388,0.5132,0.17784,0.091422,0.02796,0.034901
5.3779,0.98084,1.6182,0.50579,0.46426,0.1805,0.037099,0.038026,0.022113
9.9306,5.6654,1.0681,0.63933,0.27575,0.094492,0.017381,0.01677,0.011328
9.8891,1.9061,0.99094,0.5929,1.7031,0.04939,0.48383,1.4747,0.0010389
6.0839,0.99502,1.076,0.70282,1.6009,0.25729,0.28878,0.001291,0.06073
1.9273,0.3703,2.4009,0.46242,0.46676,0.044512,0.037873,0.0051173,0.0085466
2.3377,0.84585,4.4525,0.83099,0.42283,0.29241,0.067601,0.026028,0.14546
3.9307,2.7055,3.2088,0.43696,0.44254,0.54684,0.06144,0.096318,0.22146
4.2251,1.5618,1.7257,0.8151,0.31892,0.5482,0.043507,0.046315,0.048092
18.431,2.7098,0.73876,0.37536,0.27261,0.085338,0.050817,0.0068184,0.0187
18.64,4.4031,0.35863,1.2185,0.36053,0.39487,0.034803,0.026186,0.049455
15.154,2.887,0.4189,0.26154,0.25602,0.022145,0.055168,0.0038651,0.00054437
13.221,3.4625,1.7756,0.50105,0.23364,0.095632,0.053953,0.052959,0.047871
4.4465,0.78682,2.1078,0.30069,0.25237,0.28885,0.030117,0.013072,0.02512
2.4399,0.0035958,8.1206,2.8606,0.63964,0.4114,0.084403,0.018825,0.083595
5.3435,3.1219,6.9588,1.7338,0.68551,0.3984,0.11724,0.037778,0.11041
7.0054,8.4534,3.4223,1.202,0.37236,0.15143,0.23288,0.015233,0.13041
3.6703,1.7612,5.9124,1.0121,0.39445,0.44095,0.082409,0.050119,0.06594
4.1308,1.3876,2.9167,0.29594,0.29097,0.54827,0.025198,0.025215,0.030281
